0	0
0.005	0
0.01	0
0.015	0
0.02	0
0.025	0
0.03	0
0.035	0
0.04	0
0.045	0
0.05	0
0.055	0
0.06	0
0.065	0
0.07	0
0.075	0
0.08	0
0.085	0
0.09	0
0.095	0
0.1	0
0.105	0
0.11	0
0.115	0
0.12	0
0.125	0
0.13	0
0.135	0
0.14	0
0.145	0
0.15	0
0.155	0
0.16	0
0.165	0
0.17	0
0.175	0
0.18	0
0.185	0
0.19	0
0.195	0
0.2	0
0.205	0
0.21	0
0.215	0
0.22	0
0.225	0
0.23	0
0.235	0
0.24	0
0.245	0
0.25	0
0.255	0
0.26	0
0.265	0
0.27	0
0.275	0
0.28	0
0.285	0
0.29	0
0.295	0
0.3	0
0.305	0
0.31	0
0.315	0
0.32	0
0.325	0
0.33	0
0.335	0
0.34	0
0.345	0
0.35	0
0.355	0
0.36	0
0.365	0
0.37	0
0.375	0
0.38	0
0.385	0
0.39	0
0.395	0
0.4	0
0.405	0
0.41	0
0.415	0
0.42	0
0.425	0
0.43	0
0.435	0
0.44	0
0.445	0
0.45	0
0.455	0
0.46	0
0.465	0
0.47	0
0.475	0
0.48	0
0.485	0
0.49	0
0.495	0
0.5	0
0.505	0
0.51	0
0.515	0
0.52	0
0.525	0
0.53	0
0.535	0
0.54	0
0.545	0
0.55	0
0.555	0
0.56	0
0.565	0
0.57	0
0.575	0
0.58	0
0.585	0
0.59	0
0.595	0
0.6	0
0.605	0
0.61	0
0.615	0
0.62	0.0261119
0.625	0.120369
0.63	0.254371
0.635	0.333642
0.64	0.390843
0.645	0.435136
0.65	0.466743
0.655	0.491069
0.66	0.510514
0.665	0.529552
0.67	0.5492
0.675	0.569064
0.68	0.589301
0.685	0.608426
0.69	0.627391
0.695	0.644302
0.7	0.663378
0.705	0.680472
0.71	0.695754
0.715	0.707507
0.72	0.71983
0.725	0.734351
0.73	0.74992
0.735	0.763408
0.74	0.775444
0.745	0.789234
0.75	0.802037
0.755	0.815
0.76	0.828294
0.765	0.838338
0.77	0.850516
0.775	0.864468
0.78	0.885543
0.785	0.908154
0.79	0.925221
0.795	0.932882
0.8	0.937525
0.805	0.943291
0.81	0.947311
0.815	0.952461
0.82	0.956877
0.825	0.962456
0.83	0.966443
0.835	0.97201
0.84	0.976274
0.845	0.980934
0.85	0.985244
0.855	0.9899
0.86	0.993568
0.865	0.996265
0.87	0.998026
0.875	0.999614
0.88	1
0.885	1
0.89	1
0.895	1
0.9	1
0.905	1
0.91	1
0.915	1
0.92	1
0.925	1
0.93	1
0.935	1
0.94	1
0.945	1
0.95	1
0.955	1
0.96	1
0.965	1
0.97	1
0.975	1
0.98	1
0.985	1
0.99	1
0.995	1
1	1
